"id","nome_salao","instagram_salao","whatsapp_salao","qtd_total_cabeleireiras","qtd_aplicadoras_gloss","estoque_bisnagas","latitude","longitude","endereco_google","place_id_google","categoria","status","aplicacoes_totais","data_proxima_compra","profissionais_certificados","cep","uf","cidade","bairro","rua","numero","salao_id","dono","createdAt","updatedAt","qtd_aplicacoes_semana","sorteio","data_expiracao","data_ultima_compra","deletedAt"
"98f5e562-e80a-460b-b68a-c782d03ca58d","Studio Regina Dias","@studio_regina_dias","92984542950",1,1,1,"-3.03319880","-59.97280400","Cidade Nova, Manaus - AM, 69096-145, Brasil","ChIJ_8cNZtYbbJIRe9StdKGeCzk","salao certificado","ativo",184,NULL,1,"69096145","AM","Manaus","Cidade Nova","Rua Cananéia","983",NULL,"000b238c-9855-4045-81d1-ab3ec1f5f245","2025-10-29 20:45:22.767+00","2025-11-04 16:54:46.608+00",1,False,NULL,NULL,NULL
"09a31118-ac29-40e3-ac3d-bee02afc1bd2","salão novo visual","@cabeleleiramarialucia","35988548482",1,1,1,"-21.70249710","-44.44152420","Em frente a Droga Rede - R. Mal. Floriano Peixoto, 178 - centro, São Vicente de Minas - MG, 37370-000, Brasil","ChIJrwgmYSuhnwARcfQQsJADpXY","sem categoria","ativo",24,NULL,1,"37370000","MG","São Vicente de Minas","centro","rua marechal Floriano Peixoto","178",NULL,"dc1257fa-44de-4869-9497-d6d91169206f","2025-10-29 18:49:36.558+00","2025-10-29 19:01:10.646+00",1,False,NULL,NULL,NULL
"721099e5-309d-4544-9462-b1b05094347e","Salão  e barbearia  elite","@salao.barbearia.elite","69992317700",4,3,4,"-8.74863220","-63.88597120","Av. Calama, 3351 - São João Bosco, Porto Velho - RO, 76820-865, Brasil","ChIJ26uzE7VcMpIRRtNUcjIkvG8","sem categoria","ativo",64,"2025-12-24",1,"76820865","RO","Porto velho rondonia ","Embratel","Avenida Calama","3351",NULL,"1adc22d0-d697-4e83-aa7a-a3a9377179df","2025-10-29 18:49:49.409+00","2025-10-29 19:01:19.257+00",2,False,NULL,NULL,NULL
"c9dffef9-2730-4a82-8ded-a53501b82a6b","Rud e Evelyn cabeleireiro","@rudy_evelynsalao","41984536013",1,1,1,"-25.43926060","-49.19519650","Rua 24 de Maio, 574 - Centro, Pinhais - PR, 83323-060, Brasil","ChIJKRg42I3v3JQRJgUqSm8lcBE","sem categoria","pendente",48,NULL,1,"83323060","PR","Pinhais","Centro","Rua Vinte e Quatro de Maio","574",NULL,"f32ad35e-da9c-49a4-978f-28ac4d1ae4ca","2025-10-29 22:12:00.324+00","2025-10-29 22:12:00.324+00",1,True,NULL,NULL,NULL
"c73e278c-7880-40ae-aa21-3dc3f99d6886","Conceito Vip Studio Hair","@conceitovip","11997692299",1,1,1,"-22.94649620","-46.55207020","R. Maria Amélia, 157 - Vila Santa Libania, Bragança Paulista - SP, 12904-210, Brasil","ChIJfRbNUCrKzpQRLXvgNia42uY","sem categoria","pendente",276,NULL,1,"12904210","SP","Bragança Paulista","Vila Santa Libânia","Rua Maria Amélia","157",NULL,"66ed2f83-76d7-4ee0-866a-94814a83af54","2025-10-29 23:08:58.064+00","2025-10-29 23:08:58.064+00",1,False,NULL,NULL,NULL
"3dfec2fc-b8fa-4480-909e-d9cf4341f33a","Studio Glamour","@glamour.patycastello","11983530241",1,1,1,"-23.54204470","-46.30101310","R. Joaquim García de Souza, 254 - Vila Amorim, Suzano - SP, 08610-120, Brasil","ChIJqdyG8Qt6zpQRKm75ted5hZg","sem categoria","pendente",80,NULL,1,"08610120","SP","Suzano","Vila Amorim","Rua Joaquim Garcia de Souza","254",NULL,"d700afe0-f540-44db-9cc1-eca69929eeb3","2025-10-30 01:24:21.065+00","2025-10-30 01:24:21.065+00",1,True,NULL,NULL,NULL
"a03feaa9-5cc6-4b34-a959-72209d9a0b91","Studio Glaucia Braga","@studioglauciabraga","21991402459",1,1,1,"-22.96846960","-43.36705170","Av. Ator José Wilker, 600 - Jacarepaguá, Rio de Janeiro - RJ, 22775-024, Brasil","ChIJF4yXjoLZmwARM6Asjk-8AUQ","sem categoria","ativo",24,NULL,1,"22775024","RJ","Rio de Janeiro","Barra Olímpica","Avenida Ator José Wilker","600",NULL,"ebe0f887-0e28-49f5-af93-010bb99cf007","2025-10-30 12:41:30.995+00","2025-10-30 12:41:30.995+00",1,False,NULL,NULL,NULL
"a88f1a81-d2a4-4151-8a42-77abfcd26b1b","Lau cabeleireira","@paulinalauricesavegnago","16991710076",1,1,28,"-21.11990650","-47.98927300","R. Isato Yasumitsu, 237 - Jardim Imperial, Sertãozinho - SP, 14164-068, Brazil","ChIJaeGyOkWZuZQRNBr7q9GjKRM","sem categoria","ativo",664,"2026-04-10",NULL,"14164068","SP","Sertãozinho","Jardim Imperial","Rua Isato Yasumitsu","237","8be643ee-cb02-41de-87ea-e51baca9b0d8","c92bb4a3-4609-423f-86ec-4f92776fbf19","2025-08-05 16:17:37.114+00","2025-11-30 01:00:49.927+00",6,True,NULL,"2025-11-29",NULL
"07c3a0f8-bafd-4c54-83f4-0b34d7af8b16","Espaço Giovanna Simão","@espacogiovannasimao","35997013125",1,1,5,"-21.01592570","-46.74051880","R. Antônio Cândido, 120, Jacuí - MG, 37965-000, Brasil","ChIJSScWK_L7tpQRQ9SLAGwMfF8","sem categoria","ativo",NULL,"2026-04-29",1,"37965000","MG","Jacuí","Centro","Coronel Antônio Cândido ","120",NULL,"42e7a41d-e1ee-4acb-90fc-9c5462074250","2025-12-10 10:20:04.203+00","2025-12-10 10:21:33.245+00",1,False,NULL,NULL,NULL
"7c65908b-0a89-4ac9-9bf5-b1071ec85bb6","Centro de beleza e estética Juliana Baêsso","@juliana.baesso","24988076016",1,1,1,"-22.51802740","-44.10296000","Rua 18 - B, 21 - Vila Santa Cecília, Volta Redonda - RJ, 27260-100, Brasil","ChIJoeI_AnOYngARPna72UoktkI","sem categoria","ativo",NULL,NULL,1,"27260370","RJ","Volta Redonda","Vila Santa Cecília","Rua Dezoito","21",NULL,"060dfcfe-f962-4aa7-8f64-7abfc8f4fbdf","2025-12-10 17:50:33.793+00","2025-12-10 17:50:33.793+00",1,False,NULL,NULL,NULL
"d8026e55-b666-4e27-83b0-bfb4d17c0937","JUH DOMINGUES ESPAÇO DA BELEZA","@juh.domingues","35988086577",2,1,3,"-21.67717140","-45.92220310","R. Joaquim Teófilo, 26 - Centro, Machado - MG, 37750-000, Brazil","ChIJzbsQM6AUypQROFWPSPu0M5s","sem categoria","ativo",240,"2025-08-13",NULL,"37750000","MG","Machado","Centro","Rua Joaquim Teófilo ","26","cce6760b-96de-4eef-b3f6-5a9e20ad71a3","7d49656b-dcb1-4b3f-a061-30be773d60af","2025-07-24 20:54:52.127+00","2025-07-24 20:54:52.127+00",3,False,NULL,NULL,NULL
"d15cf156-7cd4-48fe-8c59-78c302923fb4","Chez Zelia Coiffeur","@chezzeliacoiffeur","32999811244",2,2,25,"-21.13823570","-44.26023560","R. Dr. José Bastos, 27 - Centro, São João del Rei - MG, 36307-356, Brazil","ChIJ53njJJHIoQARFCiuMl4YKTM","sem categoria","ativo",1352,"2025-10-07",NULL,"36307356","MG","São João Del Rei","Centro","Rua Doutor José Bastos","27","a8b013da-a6e2-40d9-983e-ba5b86735fd2","2fc1939f-2683-42ca-bcc6-4c1bacc80120","2025-09-13 18:43:27.193+00","2025-10-27 19:27:10.199+00",30,True,NULL,NULL,NULL
"9d2beab0-981b-4946-91fe-e83e81ebf6ee","Studio Raquel Correia","@studioraquelcorreia","41996745036",2,2,6,"-25.81757490","-48.53360190","Av. Pref. Dr. Roque Vernalha, 127 - Vila Paraiso, Matinhos - PR, 83260-000, Brazil","ChIJi19VrE7u25QRMhuO9Df5fyA","sem categoria","ativo",72,"2025-08-21",NULL,"83260000","PR","Matinhos","Centro","Av. Pref. Dr. Roque Vernalha","127","a5818d2b-55c9-4b81-92d2-91dc6ce179ba","c574b052-407c-426d-8511-60975fae760a","2025-07-24 21:12:38.578+00","2025-07-24 21:12:38.578+00",5,False,NULL,NULL,NULL
"68a9f13e-f5a8-4cf3-becb-2852d884c36b","Estúdio de beleza Fabiana Dias","@fabianadiascabeleira","38997480166",5,5,6,"-16.74963540","-43.88797050","R. Carmino Abreu, 760 - Augusta Mota, Montes Claros - MG, 39403-221, Brazil","ChIJOXvJ5QpTqwARZb9ar2eh-14","sem categoria","ativo",236,"2025-09-10",NULL,"39403221","MG","Montes Claros","Augusta Mota","Rua Carmino Abreu","760","9e4b3957-f086-4873-9926-79284a868eb2","7ef4e463-4678-4eed-a70d-8fbe2d8fb88a","2025-07-24 21:12:44.752+00","2025-07-24 21:12:44.752+00",3,False,NULL,NULL,NULL
"62c8ab0e-2cc1-4acf-ba5e-da7fbfb399f0","Casa Vip Cabelos","@CasaVip.cabelo","19991835075",3,1,4,"-22.98542630","-47.09437290","R. Athos Astolfi - Jardim Nova Mercedes, Campinas - SP, 13052-515, Brazil","ChIJVTx6rdPLyJQRBW17Ddaw7rM","sem categoria","ativo",16,"2025-08-08",NULL,"13052577","SP","Campinas","Jardim San Diego","Rua Athos Astolfi","451","cab6a82c-e28d-4e1e-b0a2-a5d5cde12441","1b91e1b3-8a7c-4f0f-80b4-c47cfa3cf4ab","2025-07-24 21:13:02.093+00","2025-07-24 21:13:02.093+00",5,False,NULL,NULL,NULL
"66e25311-c7d7-4a2c-a0bf-c6f636c82954","Restorebyalice","@restorebyalice","81997580210",2,1,2,"-8.32303530","-36.41309750","Morada Nobre, Belo Jardim - PE, Brazil","ChIJ288JrkvGqQcR8qI5o1DtS0I","sem categoria","ativo",120,"2025-08-05",NULL,"55154530","PE","Belo Jardim","Morada Nobre","Rua Gerilson de Lacerda Prata","19","50420756-a4ea-4818-8379-1f6eb02f2cf9","16b72a01-0b14-4fc6-adfd-1933dc1a807e","2025-07-24 21:13:06.101+00","2025-07-24 21:13:06.101+00",3,False,NULL,NULL,NULL
"ac1061d5-86bb-45ed-97f8-bb3521442eb9","Fast Escova Moema","@fastescova.moema","11976428814",16,3,10,"-23.60872710","-46.66531820","Av. Iraí, 133 - Indianópolis, São Paulo - SP, 04082-000, Brazil","ChIJuYANKQ9azpQRuqoPd3dmIAQ","sem categoria","ativo",784,"2025-08-16",NULL,"04082000","SP","São Paulo","Indianópolis","Avenida Iraí","133","a9e29803-db19-4cdc-8336-dd1fd5c1399d","b70cb77c-2e46-4bf4-b181-9e7062612a5f","2025-07-24 21:13:24.76+00","2025-07-24 21:13:24.76+00",12,False,NULL,NULL,NULL
"02df60cc-d445-434b-b664-5330cd966ace","FERNANDA ALVES","@fernandaalvesterapeutacapilar","37999090352",1,1,1,"-20.46211170","-45.43372230","R. Gen. Carneiro, 98 - Formiga, MG, 35570-002, Brasil","ChIJDwpIzuHttJQRC_OqM5YvE-8","sem categoria","ativo",NULL,NULL,1,"35570002","MG","Formiga","Centro","Rua General Carneiro","98",NULL,"4aafbd03-03e7-41cd-abc2-30939420b77b","2025-12-10 12:07:07.095+00","2025-12-10 12:07:07.095+00",1,False,NULL,NULL,NULL
"14ab7081-1256-41e4-ba2f-e541e2218535","Juliana Trajano","@julianatrajanoterapeutacapilar","21974926963",1,1,2,"-23.02003150","-43.48621980","Av. das Américas, 19005 - Barra da Tijuca, Rio de Janeiro - RJ, 22790-703, Brazil","ChIJiXrYCufcmwARCzjFIXNp_0s","sem categoria","ativo",16,"2025-10-22",NULL,"22790703","RJ","Rio de Janeiro","Recreio dos Bandeirantes","Avenida das Américas","19005","d482054e-db50-4889-9f36-bc3fe1a5310e","d7389d6d-e827-434d-980a-872628c50923","2025-07-24 21:12:55.76+00","2025-08-06 19:38:19.596+00",2,False,NULL,NULL,NULL
"39794cad-38b9-402b-b9f4-a2e94751374d","Assessoria da Beleza","@rejanetricologista","68981120257",1,1,15,"-9.94776600","-67.82319900","R. Dezessete de Março, 289 - Conj Procom, Rio Branco - AC, 69918-646, Brazil","ChIJZf24EW-Mf5ERXv64zANSZNg","sem categoria","ativo",464,"2025-10-07",NULL,"69918646","AC","Rio Branco","Vila Ivonete","Rua 17 de Março","289","1e5fc39c-649a-4e25-8024-2c4c9af515e5","d3f80a4f-7884-410a-8421-7d219556620b","2025-08-15 18:07:40.038+00","2025-08-15 18:07:40.038+00",8,False,NULL,NULL,NULL
"2a65a4cf-e9a9-4733-921f-09dca0ee61c3","Salão Espaço Dellas","@ionesilva","94991659131",3,1,1,"-8.26256560","-49.26946660","Conceição do Araguaia, State of Pará, 68540-000, Brazil","ChIJkUcjztiOIJMRG5gT7FBQI6k","sem categoria","ativo",320,"2025-08-13",NULL,"68540000","PA","Conceição do Araguaia ","São Luís 2 ","Espaço Dellas ","2986","843623c1-95e3-451d-a663-edb014c521bb","3d9b02a1-0d4a-4239-9dd1-90d062b0eb9a","2025-07-24 20:49:46.31+00","2025-07-24 20:49:46.31+00",1,False,NULL,NULL,NULL
"f47da962-03f7-4669-a7f8-ea983f69592e","Cláudia Correia","@cal.kel_salao","21996029960",1,1,3,"-22.41152170","-42.96749580","ed Túlio spectro - Tv. Ranulfo Féo, 36 /104 - Várzea, Teresópolis - RJ, 25953-650, Brazil","ChIJSQjNk8VMmAARAhkXVVQNBPo","sem categoria","ativo",72,"2025-07-28",NULL,"25953650","RJ","Teresópolis","Várzea","Travessa Ranulfo Feo","36104","e72ed452-8208-43d2-9540-2aa7543d266a","a49df2e6-1eea-4e1c-9416-defbb5dc5587","2025-07-24 20:50:20.692+00","2025-07-24 20:50:20.692+00",8,False,NULL,NULL,NULL
"78050158-7602-4b79-947e-6d402dfe38e3","Emily Corrêa Beauty","@dinaleitepreir1","65993003991",2,1,16,"-15.61431030","-56.02360150","R. Dois Mil E Oitocentos Jd Imperial, 7 - Jardim Imperial, Cuiabá - MT, 78075-700, Brasil","ChIJhVnLbFalnZMR2DncEsAgUHg","sem categoria","ativo",204,"2026-01-27",1,"78075700","MT","Cuiabá","Jardim Imperial","Rua Dois Mil e Oitocentos","07",NULL,"ddd33a4d-7186-4396-8665-5755487d3d3b","2025-10-29 23:59:50.343+00","2025-10-30 00:20:34.861+00",5,False,NULL,NULL,NULL
"ab2fe3cb-eebf-41fc-a527-66593bc8d665","Rikes Hair Design","@salaodarikes","14991055472",1,1,5,"-22.26578360","-48.54293900","Av. Dep. João Lázaro de Almeida Prado, 410 - Jardim Novo Horizonte, Jaú - SP, 17209-851, Brazil","ChIJN70Ak8GnuJQRAot5iE63tfI","sem categoria","ativo",64,"2025-10-13",NULL,"17209851","SP","Jaú","Jardim Novo Horizonte","Avenida Deputado João Lázaro de Almeida Prado","410","09098396-365c-494f-866d-e41dc0321246","c37202de-382e-46bc-a458-758904f489e3","2025-08-04 22:43:35.438+00","2025-08-04 22:43:35.438+00",2,False,NULL,NULL,NULL
"4b8b0dfd-b52d-4a3f-95b3-4e0befcc1eb9","Salao Maimanu","@salaomaimanu","47991357893",1,1,1,"-26.48881660","-49.03890150","R. José Theodoro Ribeiro, 3424 - Ilha da Figueira, Jaraguá do Sul - SC, 89258-730, Brazil","ChIJG95EgOG_3pQRFrpwWnRcs9A","sem categoria","ativo",128,"2025-11-27",NULL,"89258730","SC","Jaraguá do Sul","Ilha da Figueira","Rua José Theodoro Ribeiro","3424","e5a4d81e-d14d-43fe-be40-00a2e843d814","d4f18601-4664-4eb1-bc0f-85ec4926d983","2025-07-30 20:48:19.835+00","2025-10-30 16:43:08.306+00",0,True,NULL,NULL,NULL
"b41fb9bf-d6ff-455f-8146-4a609d2e1b0b","Yalle Espaço de Beleza","@yalleespacodebeleza","11913351484",3,3,4,"-23.61913430","-46.55941660","R. Gen. Osório, 351 - Santa Paula, São Caetano do Sul - SP, 09541-320, Brazil","ChIJpe8Nd95czpQRhekNX1Fvp1U","sem categoria","ativo",32,"2025-09-15",NULL,"09541320","SP","São Caetano do Sul","Santa Paula","Rua General Osório","351","bbebbcd8-9938-4dd3-bebc-663a67a498b5","491b96dd-6aa0-41e3-b8d9-0d68f70951b3","2025-07-24 20:50:26.77+00","2025-07-24 20:50:26.77+00",2,False,NULL,NULL,NULL
"94a63abb-e493-4e42-b911-6f8891384b4d","Luzia Studioh","@luziastudion","11937115261",1,1,4,"-23.74856970","-46.69166310","Jardim Somara, São Paulo - SP, 04845, Brazil","ChIJkcQBMEhPzpQRepk5EspdgyY","sem categoria","ativo",40,"2025-12-26",NULL,"04845030","SP","Adamantina","Jardim Somara","LUZIA REGINA DE PAULA RAMOS","41","f28fea2b-6f00-4138-a059-c4a445ecc086","c562159d-ac26-40eb-a687-8f6fad5c2f16","2025-07-24 21:12:48.364+00","2025-12-03 01:00:51.47+00",2,False,NULL,"2025-12-02",NULL
